  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000 
  0.883375  0.883375  0.883396  0.883437  0.883497  0.883576  0.883674  0.883789  0.883921  0.884070  0.884235  0.884415  0.884610  0.884820  0.885042  0.885278  0.885525  0.885783  0.886052  0.886331  0.886620  0.886916  0.887221  0.887534  0.887853  0.888180  0.888512  0.888849  0.889188  0.889528  0.889866  0.890201  0.890530  0.890851  0.891164  0.891466  0.891756  0.892032  0.892293  0.892538  0.892765  0.892974  0.893164  0.893332  0.893479  0.893604  0.893705  0.893783  0.893835  0.893862  0.893862 
  0.769262  0.769262  0.769302  0.769381  0.769498  0.769650  0.769838  0.770060  0.770316  0.770603  0.770921  0.771269  0.771646  0.772050  0.772480  0.772935  0.773413  0.773912  0.774432  0.774972  0.775529  0.776103  0.776693  0.777298  0.777917  0.778549  0.779194  0.779849  0.780508  0.781168  0.781825  0.782476  0.783116  0.783741  0.784350  0.784937  0.785501  0.786039  0.786547  0.787024  0.787466  0.787873  0.788241  0.788570  0.788856  0.789099  0.789297  0.789447  0.789549  0.789601  0.789601 
  0.660002  0.660002  0.660059  0.660171  0.660335  0.660551  0.660816  0.661130  0.661492  0.661898  0.662348  0.662841  0.663374  0.663946  0.664555  0.665199  0.665876  0.666584  0.667322  0.668087  0.668877  0.669692  0.670530  0.671390  0.672270  0.673171  0.674091  0.675025  0.675967  0.676910  0.677850  0.678781  0.679697  0.680593  0.681464  0.682305  0.683113  0.683883  0.684611  0.685295  0.685930  0.686513  0.687041  0.687512  0.687923  0.688271  0.688555  0.688771  0.688918  0.688992  0.688992 
  0.557624  0.557624  0.557694  0.557831  0.558032  0.558297  0.558624  0.559009  0.559453  0.559953  0.560506  0.561112  0.561768  0.562472  0.563222  0.564015  0.564849  0.565722  0.566631  0.567575  0.568551  0.569557  0.570592  0.571655  0.572745  0.573862  0.575005  0.576167  0.577339  0.578515  0.579687  0.580848  0.581991  0.583109  0.584197  0.585248  0.586257  0.587220  0.588131  0.588986  0.589780  0.590509  0.591171  0.591760  0.592275  0.592711  0.593066  0.593337  0.593521  0.593614  0.593614 
  0.463735  0.463735  0.463813  0.463967  0.464194  0.464492  0.464859  0.465294  0.465794  0.466357  0.466981  0.467664  0.468404  0.469198  0.470045  0.470941  0.471884  0.472871  0.473900  0.474968  0.476073  0.477214  0.478388  0.479595  0.480834  0.482106  0.483410  0.484738  0.486080  0.487427  0.488770  0.490101  0.491412  0.492695  0.493944  0.495152  0.496312  0.497419  0.498467  0.499450  0.500364  0.501205  0.501967  0.502646  0.503239  0.503742  0.504151  0.504464  0.504675  0.504783  0.504783 
  0.379454  0.379454  0.379537  0.379699  0.379939  0.380254  0.380643  0.381102  0.381630  0.382226  0.382887  0.383610  0.384394  0.385237  0.386135  0.387086  0.388087  0.389136  0.390231  0.391367  0.392544  0.393760  0.395012  0.396301  0.397626  0.398988  0.400388  0.401816  0.403261  0.404712  0.406160  0.407597  0.409012  0.410399  0.411749  0.413055  0.414311  0.415510  0.416645  0.417711  0.418703  0.419614  0.420441  0.421179  0.421823  0.422370  0.422815  0.423154  0.423384  0.423501  0.423501 
  0.305394  0.305394  0.305477  0.305641  0.305882  0.306198  0.306588  0.307050  0.307582  0.308182  0.308847  0.309576  0.310367  0.311217  0.312124  0.313085  0.314098  0.315160  0.316269  0.317421  0.318615  0.319849  0.321121  0.322432  0.323781  0.325170  0.326602  0.328065  0.329547  0.331037  0.332525  0.334002  0.335458  0.336886  0.338277  0.339624  0.340920  0.342157  0.343330  0.344432  0.345458  0.346402  0.347258  0.348023  0.348690  0.349257  0.349718  0.350070  0.350309  0.350430  0.350430 
  0.241682  0.241682  0.241762  0.241919  0.242151  0.242456  0.242832  0.243277  0.243790  0.244369  0.245012  0.245717  0.246482  0.247305  0.248185  0.249117  0.250101  0.251133  0.252211  0.253332  0.254495  0.255698  0.256939  0.258219  0.259538  0.260899  0.262305  0.263742  0.265201  0.266669  0.268136  0.269594  0.271032  0.272443  0.273819  0.275152  0.276436  0.277663  0.278826  0.279921  0.280941  0.281879  0.282732  0.283493  0.284158  0.284723  0.285183  0.285534  0.285772  0.285893  0.285893 
  0.188017  0.188017  0.188091  0.188236  0.188452  0.188735  0.189084  0.189498  0.189975  0.190513  0.191112  0.191770  0.192484  0.193254  0.194077  0.194950  0.195873  0.196842  0.197854  0.198909  0.200003  0.201135  0.202304  0.203510  0.204754  0.206040  0.207370  0.208733  0.210117  0.211511  0.212906  0.214292  0.215660  0.217005  0.218316  0.219589  0.220815  0.221988  0.223103  0.224152  0.225130  0.226031  0.226850  0.227582  0.228222  0.228766  0.229209  0.229548  0.229777  0.229894  0.229894 
  0.143754  0.143754  0.143820  0.143951  0.144144  0.144398  0.144712  0.145084  0.145513  0.145998  0.146539  0.147133  0.147780  0.148477  0.149224  0.150018  0.150858  0.151740  0.152663  0.153625  0.154623  0.155657  0.156724  0.157825  0.158962  0.160138  0.161357  0.162606  0.163876  0.165155  0.166436  0.167709  0.168968  0.170205  0.171414  0.172587  0.173720  0.174805  0.175837  0.176809  0.177717  0.178555  0.179317  0.179999  0.180596  0.181103  0.181517  0.181833  0.182047  0.182156  0.182156 
  0.108001  0.108001  0.108059  0.108173  0.108341  0.108562  0.108836  0.109160  0.109536  0.109961  0.110435  0.110957  0.111527  0.112142  0.112803  0.113506  0.114250  0.115034  0.115854  0.116709  0.117597  0.118515  0.119463  0.120441  0.121450  0.122494  0.123576  0.124686  0.125814  0.126950  0.128088  0.129220  0.130339  0.131440  0.132517  0.133564  0.134576  0.135548  0.136473  0.137347  0.138164  0.138919  0.139607  0.140224  0.140764  0.141223  0.141598  0.141884  0.142079  0.142178  0.142178 
  0.079718  0.079718  0.079766  0.079863  0.080005  0.080193  0.080425  0.080701  0.081021  0.081384  0.081790  0.082239  0.082729  0.083260  0.083831  0.084441  0.085087  0.085769  0.086483  0.087227  0.087999  0.088797  0.089619  0.090466  0.091339  0.092239  0.093173  0.094129  0.095100  0.096077  0.097055  0.098027  0.098989  0.099936  0.100864  0.101768  0.102643  0.103485  0.104289  0.105051  0.105764  0.106424  0.107027  0.107568  0.108043  0.108447  0.108777  0.109029  0.109201  0.109288  0.109288 
  0.057801  0.057801  0.057842  0.057921  0.058039  0.058194  0.058386  0.058616  0.058883  0.059186  0.059527  0.059905  0.060319  0.060770  0.061256  0.061777  0.062330  0.062914  0.063526  0.064164  0.064824  0.065505  0.066205  0.066923  0.067659  0.068416  0.069199  0.069998  0.070807  0.071620  0.072431  0.073237  0.074035  0.074821  0.075592  0.076345  0.077076  0.077782  0.078457  0.079099  0.079703  0.080263  0.080776  0.081237  0.081643  0.081989  0.082271  0.082488  0.082635  0.082710  0.082710 
  0.041166  0.041166  0.041198  0.041262  0.041357  0.041483  0.041639  0.041827  0.042045  0.042295  0.042577  0.042891  0.043237  0.043616  0.044026  0.044467  0.044937  0.045434  0.045955  0.046496  0.047056  0.047630  0.048217  0.048815  0.049424  0.050045  0.050683  0.051331  0.051982  0.052633  0.053280  0.053922  0.054557  0.055183  0.055798  0.056400  0.056988  0.057557  0.058105  0.058628  0.059122  0.059582  0.060006  0.060387  0.060724  0.061012  0.061248  0.061428  0.061551  0.061614  0.061614 
  0.028794  0.028794  0.028820  0.028870  0.028946  0.029046  0.029172  0.029322  0.029499  0.029703  0.029935  0.030194  0.030483  0.030801  0.031147  0.031521  0.031920  0.032344  0.032787  0.033248  0.033721  0.034204  0.034692  0.035184  0.035679  0.036177  0.036683  0.037190  0.037694  0.038194  0.038687  0.039173  0.039653  0.040126  0.040593  0.041052  0.041502  0.041942  0.042368  0.042777  0.043166  0.043532  0.043870  0.044176  0.044447  0.044679  0.044871  0.045017  0.045117  0.045168  0.045168 
  0.019780  0.019780  0.019800  0.019840  0.019899  0.019978  0.020077  0.020198  0.020341  0.020507  0.020698  0.020914  0.021156  0.021424  0.021720  0.022040  0.022385  0.022750  0.023132  0.023528  0.023931  0.024339  0.024745  0.025148  0.025545  0.025937  0.026327  0.026709  0.027081  0.027444  0.027796  0.028141  0.028478  0.028811  0.029141  0.029468  0.029792  0.030112  0.030426  0.030731  0.031025  0.031303  0.031562  0.031799  0.032010  0.032192  0.032343  0.032458  0.032537  0.032578  0.032578 
